,action,wolfIdentity,sheepIdentity,precision,responseSubtlety,responsePosterior,RT,realSubtlety,numberObjects,trajectoryFilename
163,False,0,1,50.0,5,0.7140914760947745,8000.000000000001,30,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/57.pkl
164,False,0,1,11.0,30,0.45837907264859534,8000.000000000001,30,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/43.pkl
165,False,1,2,3.3,60,0.09012390131816221,8000.000000000001,60,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/156.pkl
166,False,0,1,3.3,60,0.48146148943055833,8000.000000000001,60,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/142.pkl
167,False,1,3,50.0,5,0.15470257713625712,8000.000000000001,90,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/94.pkl
168,False,5,4,11.0,30,0.04236621454900952,8000.000000000001,90,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/80.pkl
169,False,0,2,1.83,90,0.024912245124443556,8000.000000000001,90,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/220.pkl
170,False,1,3,0.31,150,0.08025449899001048,8000.000000000001,150,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/208.pkl
171,False,2,1,11.0,30,0.1192194825248843,8000.000000000001,180,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/209.pkl
172,False,3,2,11.0,30,0.038905185334985416,8000.000000000001,120,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/221.pkl
173,False,0,2,11.0,30,0.06057528701170941,8000.000000000001,120,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/81.pkl
174,False,3,2,3.3,60,0.2114700553938854,8000.000000000001,120,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/95.pkl
175,False,2,1,1.83,90,0.12456200617133435,8000.000000000001,90,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/143.pkl
176,False,0,1,3.3,60,0.0641959274350252,8000.000000000001,90,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/157.pkl
177,False,0,1,11.0,30,0.6956081506317027,8000.000000000001,5,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/42.pkl
178,False,0,1,11.0,30,0.5013581963540327,8000.000000000001,120,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/4.pkl
179,False,0,1,50.0,5,0.8756264517337817,8000.000000000001,5,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/56.pkl
180,False,3,0,1.83,90,0.06240590880147383,8000.000000000001,150,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/180.pkl
181,False,0,8,11.0,30,0.032446267633209264,8000.000000000001,150,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/194.pkl
182,False,2,7,50.0,5,0.027333581194372677,8000.000000000001,90,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/52.pkl
183,False,0,1,50.0,5,0.8096863673307195,8000.000000000001,5,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/0.pkl
184,False,5,0,11.0,30,0.045841652028717476,8000.000000000001,120,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/46.pkl
185,False,0,1,11.0,30,0.31446314354109184,8000.000000000001,30,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/190.pkl
186,False,0,5,3.3,60,0.09884927666098357,8000.000000000001,60,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/184.pkl
187,False,0,1,50.0,5,0.6971241954638682,8000.000000000001,5,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/91.pkl
188,False,0,1,3.3,60,0.42884861236088334,8000.000000000001,30,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/85.pkl
189,False,3,0,0.92,120,0.10422728949623065,8000.000000000001,180,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/153.pkl
190,False,0,1,11.0,30,0.7075933827499031,8000.000000000001,5,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/147.pkl
191,False,6,7,11.0,30,0.10948382813597271,8000.000000000001,60,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/219.pkl
192,False,4,6,3.3,60,0.08491164825085253,8000.000000000001,30,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/218.pkl
193,False,1,0,11.0,30,0.1302422908135083,8000.000000000001,180,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/146.pkl
194,False,3,0,1.83,90,0.07518323589882232,8000.000000000001,150,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/152.pkl
195,False,0,1,50.0,5,0.8757318454379722,8000.000000000001,5,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/84.pkl
196,False,2,1,50.0,5,0.1314231829214618,8000.000000000001,180,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/90.pkl
197,False,3,0,50.0,5,0.10042520369561013,8000.000000000001,90,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/185.pkl
198,False,6,5,11.0,30,0.05139477440181102,8000.000000000001,60,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/191.pkl
199,False,1,3,3.3,60,0.04868157556389802,8000.000000000001,150,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/47.pkl
200,False,5,4,50.0,5,0.04454742111336181,8000.000000000001,120,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/53.pkl
201,False,0,1,3.3,60,0.726884718873839,8000.000000000001,30,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/1.pkl
202,False,5,3,1.83,90,0.14684562229772197,8000.000000000001,90,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/45.pkl
203,False,0,1,11.0,30,0.15016131211039316,8000.000000000001,90,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/3.pkl
204,False,0,1,50.0,5,0.04568016600322471,8000.000000000001,60,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/51.pkl
205,False,5,8,11.0,30,0.03630820490022906,8000.000000000001,60,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/79.pkl
206,False,5,4,50.0,5,0.09715580447017527,8000.000000000001,150,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/187.pkl
207,False,7,4,11.0,30,0.02768612871208649,8000.000000000001,120,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/193.pkl
208,False,0,1,3.3,60,0.5367374457080755,8000.000000000001,60,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/86.pkl
209,False,1,3,11.0,30,0.1627592307065017,8000.000000000001,90,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/178.pkl
210,False,0,1,11.0,30,0.9230757855141398,8000.000000000001,30,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/92.pkl
211,False,2,1,3.3,60,0.30516465086346406,8000.000000000001,120,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/144.pkl
212,False,2,1,1.83,90,0.11080885994381842,8000.000000000001,90,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/150.pkl
213,False,1,2,50.0,5,0.10913638227645328,8000.000000000001,120,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/151.pkl
214,False,2,0,11.0,30,0.46798234597847693,8000.000000000001,150,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/145.pkl
215,False,0,1,11.0,30,0.5054404221594463,8000.000000000001,60,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/93.pkl
216,False,1,2,1.83,90,0.2561573998956265,8000.000000000001,90,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/87.pkl
217,False,1,2,50.0,5,0.3368101802701765,8000.000000000001,120,4,/home/ning/modelingpercivedintention/data/trajectory/expt1/179.pkl
218,False,4,6,0.92,120,0.026470504685214898,8000.000000000001,90,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/192.pkl
219,False,0,1,50.0,5,0.5626516619105808,8000.000000000001,30,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/78.pkl
220,False,2,3,11.0,30,0.07496939729910462,8000.000000000001,120,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/186.pkl
221,False,0,1,1.83,90,0.3199415960991325,8000.000000000001,60,3,/home/ning/modelingpercivedintention/data/trajectory/expt1/2.pkl
222,False,5,2,50.0,5,0.03604586353882717,8000.000000000001,30,9,/home/ning/modelingpercivedintention/data/trajectory/expt1/50.pkl
223,False,0,3,50.0,5,0.167579531361276,8000.000000000001,60,6,/home/ning/modelingpercivedintention/data/trajectory/expt1/44.pkl
